chr bin "rec rate (cM per Mb)"
8 142 1.6955054314
8 143 1.8899558287
8 144 0.8153197501
8 145 2.7633438882
8 146 0.4734383689
8 147 0.1480229395
9 0 0.0090461355
9 1 0.1393455156
9 2 0.3178814995
9 3 0.2390166386
9 4 0.7976865774
9 5 1.2312510939
9 6 0.8104812887
9 7 0.8672142736
9 8 0.6845789858
9 9 0.8511138439
9 10 1.3256907069
9 11 1.5186938279
9 12 1.5225718761
9 13 1.1657279623
9 14 1.5638273773
9 15 3.3234204944
9 16 1.0163115626
9 17 1.6000740819
9 18 1.9519993674
9 19 0.6892735308
9 20 1.3556544502
9 21 1.5167334387
9 22 0.4846539045
9 23 0.9539195236
9 24 0.4406251217
9 25 0.1074584501
9 26 0.8045431125
9 27 0.7585538028
9 28 1.1051693415
9 29 0.7625334706
9 30 1.1241472126
9 31 0.5596532574
9 32 0.5025616659
9 33 0.2363405352
9 34 0.1586032922
9 35 0.8820117631
9 36 0.1667399972
9 37 0.4755071662
9 38 0.851244658
9 39 0.9118457643
9 40 0.1230354515
9 41 0.315822555
9 42 0.2976773613
9 43 0.6583382414
9 44 0.9119371438
9 45 1.7909841574
9 46 0.8325215794
9 47 0.9908519006
9 48 1.7772458604
9 49 0.3780718178
9 50 1.0447869702
9 51 0.527754047
9 52 0.7647961338
9 53 0.7861268644
9 54 0.5289082141
9 55 0.5724339025
9 56 0.1360121084
9 57 0.058763795
9 58 0.0711342038
9 59 0.4095244124
9 60 0.3977477228
9 61 0.815910994
9 62 0.3234494892
9 63 0.5024489082
9 64 0.3163179871
9 65 0.374054543
9 66 0.2672354666
9 67 0.0514471283
9 68 0.0345972773
9 69 0.0131483657
9 70 0.2987345441
9 71 0.7382998798
9 72 0.971738528
9 73 0.1790634079
9 74 1.0971837553
9 75 0.2687280707
9 76 0.1076983378
9 77 0.4333512207
9 100 0.4127908633
9 101 0.0129602701
9 102 0.2006929464
9 103 0.2183400294
9 104 0.0655905214
9 105 0.2013416643
9 106 0.0661449265
9 107 0.1933113026
9 108 0.3201883537
9 109 0.0074725653
9 110 0.1931845678
9 111 0.1040061074
9 112 0.5327820177
9 113 0.4205937783
9 114 0.6876414901
9 115 0.5284979856
9 116 0.5904404751
9 117 0.4241291799
9 118 1.4958398664
9 119 0.225361156
9 120 0.9006762327
9 121 0.4339839885
9 122 0.4752909922
9 123 0.5436318495
9 124 0.7074850778
9 125 0.8724211486
9 126 0.6353124816
9 127 0.3739609945
9 128 0.4764364363
9 129 1.9729303168
9 130 0.9036681851
9 131 0.8496320407
9 132 0.5386008941
9 133 0.8824925563
9 134 0.5370949789
9 135 0.9534578723
9 136 0.8786077633
9 137 0.9106689723
9 138 2.107990812
9 139 0.9107090613
9 140 0.6915462823
9 141 1.1104610486
9 142 2.3949441144
9 143 1.1539118906
9 144 1.1989466915
9 145 2.5916710641
9 146 0.868867236
9 147 1.5575216799
9 148 0.9861779089
9 149 1.3589813814
9 150 0.906435221
9 151 0.6417220286
9 152 0.275016524
9 153 0.0003031689
9 153 0.0003031689
10 0 0.0007806319
10 1 0.0712306205
10 2 0.7466326714
10 3 1.6106863982
10 4 1.6443939584
10 5 1.9785897131
10 6 1.5053300229
10 7 2.6509716833
10 8 2.6382171147
10 9 2.6983669585
10 10 1.3812838091
10 11 2.3573859898
10 12 1.4076803122
10 13 0.923079712
10 14 0.2554595038
10 15 1.6632723921
10 16 0.6285597194
10 17 0.7358918841
10 18 0.710148819
10 19 1.5157366355
10 20 1.2278315064
10 21 1.0299668829
10 22 0.1088496977
10 24 1.2183163087
10 25 1.1068170819
10 26 1.5964441449
10 27 2.6395078214
10 28 1.9140744835
10 29 2.1326895263
10 30 0.4954579855
10 31 0.5716842633
10 32 1.1075691493
10 33 0.4225818112
10 34 0.5731967893
10 35 0.5580834005
10 36 0.1646543085
10 37 0.4390363072
10 38 0.2119715206
10 39 0.4979790456
10 40 0.1733824144
10 41 0.4995650583
10 42 0.2204556956
10 43 0.8926910826
10 44 1.2295232568
10 45 0.8566537317
10 46 0.9025907299
10 47 0.8250569802
10 48 0.8804329279
10 49 2.0249749141
10 50 1.1016600732
10 51 1.2241866827
10 52 2.6166366788
10 53 1.7162562207
10 54 0.8314402922
10 55 0.5083748107
10 56 1.2659806741
10 57 0.8078108733
10 58 0.9385072523
10 59 1.7820340076
10 60 1.2488734878
10 61 1.5621188331
10 62 1.0789135887
10 63 1.4010022414
10 64 0.6444881669
10 65 1.0155996293
10 66 1.0673973046
10 67 1.4936174543
10 68 1.5894803379
10 69 2.3129028106
10 70 1.5161485148
10 72 2.1772591015
10 73 0.674144526
10 74 0.1697687477
10 75 0.0001257927
11 0 0.028169463
11 1 0.1630733505
11 2 1.0466692277
11 3 0.8849109335
11 4 0.6229686374
11 5 1.1725537856
11 6 1.0240779877
11 7 0.755393287
11 8 0.3320663932
11 9 0.4696758839
11 10 0.2467296569
11 11 1.6506743861
11 12 1.1727512857
11 13 0.1868590866
11 14 1.3480131133
11 15 0.9611583104
11 16 1.1246332709
11 17 0.7789659052
11 18 0.7317613462
11 19 0.7551693493
11 20 1.0735360052
11 21 1.6652563415
11 22 1.4623310033
11 23 0.7061155433
11 24 1.6171600544
11 25 1.0751515308
11 26 1.0301417267
11 27 3.0649819143
11 28 0.9331286112
11 29 0.5373703859
11 30 0.2719560529
11 31 0.1198377866
11 32 0.1801369691
11 33 0.0708123251
11 34 0.0856706195
11 35 0.0786273107
11 36 0.0780203831
11 37 0.0080734685
11 38 0.014751203
11 39 0.0520528261
11 40 0.0182405481
11 41 0.0366800462
11 42 0.0125156614
11 43 0.0833631743
11 44 0.2833950438
11 45 0.183416089
11 46 0.2088732301
11 47 0.1261538252
11 48 0.2097382619
11 49 0.785282635
11 50 2.1205891654
11 51 0.5260095983
11 52 1.0564034671
11 53 1.3913456497
11 54 0.7710765632
11 55 0.6683437681
11 56 0.6370322837
11 57 0.9040525435
11 58 0.2284406165
11 59 0.7025793258
11 60 0.5114684293
11 61 0.1851442851
11 62 0.0865492271
11 63 0.1726193583
11 64 0.4507105448
11 65 0.4130788465
11 66 0.4839583469
11 67 0.8643264197
11 68 0.9879601537
11 69 0.9655836325
11 70 1.0288610467
11 71 0.2320313785
11 72 1.1424892753
11 73 1.5590578829
11 74 1.616326201
11 75 1.6557606587
11 76 1.3082565656
11 77 1.3064357901
11 78 1.4893243428
11 79 0.7219010075
11 80 2.1269695962
11 81 0.9471392262
11 82 0.7346786036
11 83 2.1425335142
11 84 0.970392559
11 85 0.1941173829
11 86 0.0001653388
12 0 0.0880122769
12 1 0.1058863085
12 2 0.4627223806
12 3 2.5561977606
12 4 1.1541344693
12 5 1.1144221399
12 6 2.4077634798
12 7 1.9716087114
12 8 0.7939965588
12 9 2.5482151697
12 10 2.459785848
12 11 1.6593709054
12 12 2.373678297
12 13 1.569236365
12 14 1.3360620593
12 15 1.519854346
12 16 0.1921794321
12 17 1.009915998
12 18 1.4902620176
12 19 1.928162171
12 20 1.7480832974
12 21 2.5787759402
12 22 1.6974757446
12 23 2.5504089819
12 24 0.7192433224
12 25 1.0733021346
12 26 0.8482591905
12 27 0.5554494732
12 28 0.0845446687
12 29 0.0659203223
12 30 0.0213963376
12 31 0.2503186749
12 32 0.3406682425
12 33 0.6394838572
12 34 0.730913139
12 35 0.8104016068
12 36 0.4459765782
12 37 0.549938673
12 38 0.6761307179
12 39 0.6328693741
12 40 1.0745777788
12 41 1.0755748282
12 42 2.3215535617
12 43 2.7176531307
12 44 1.5108120732
12 45 1.3892145703
12 46 0.8503344029
12 47 0.9712615459
12 48 1.4487271958
12 49 4.3110362149
12 50 0.9275216755
12 51 0.5777591185
12 52 1.0488223525
12 53 0.7334402266
12 54 0.9589498909
12 57 3.4152860999
12 58 1.513061605
12 59 2.1097002288
12 60 1.3440496648
12 61 0.5877475699
12 62 0.3747558107
12 63 0.0001458313
13 0 0.0884180619
13 1 0.6800478767
13 2 1.2546550345
13 3 1.010008209
13 4 0.7625845416
13 5 2.254018435
13 6 1.3020468993
13 7 0.9837155963
13 8 0.599844803
13 9 1.5561868824
13 10 1.2327574041
13 11 2.2796096828
13 12 2.0900949243
13 13 3.369456804
13 14 2.626071869
13 15 1.6576061566
13 16 1.2498195374
13 17 0.4707548448
13 18 0.6128459951
13 19 1.4382195114
13 20 0.8007413359
13 21 0.3601891071
13 22 0.3786105986
13 23 0.3236963578
13 24 0.6968364532
13 25 0.92298201
13 26 1.7192835197
13 27 1.0920319605
13 28 2.1216342205
13 29 0.3529834699
13 30 1.1790546744
13 31 0.9364224645
13 32 0.5929960892
13 33 0.1403709233
13 34 0.1245345696
13 35 0.1025271871
13 36 0.1001658396
13 37 0.4003452728
13 38 0.5767197188
13 39 0.2722450983
13 40 0.3694778538
13 41 0.1110894043
13 42 0.2449215162
13 43 0.3318483243
13 44 0.165763218
13 45 0.2225542981
13 46 0.0888259961
13 47 0.5199912992
13 48 0.0673378574
13 49 0.4201650036
13 50 0.198707073
13 51 0.3793325865
13 52 0.1770434187
13 53 0.1074441656
13 54 0.0335164434
13 55 0.1998189738
13 56 0.4630180892
13 57 0.4286153314
13 58 0.7671921249
13 59 0.526915898
13 60 0.2870464452
13 61 0.1436127789
13 62 0.0174662771
13 63 0.0119986221
13 64 0.0178329945
13 65 0.0278314481
13 66 0.0173517404
13 67 0.0210198504
13 68 0.2702624561
13 69 0.0021528232
13 70 0.005712743
13 71 0.0174639242
13 72 0.1728245214
13 73 0.0574897132
13 74 0.0848474268
13 75 0.157103089
13 76 0.0866510147
13 77 0.3709169627
13 78 0.0797146076
13 79 0.0929386933
13 80 0.1188410256
13 81 0.0846310827
13 82 0.0236982853
13 83 0.3555424148
13 84 0.0955952845
13 85 0.0691111512
13 86 0.0436114617
13 87 0.1070986635
13 88 0.4152265744
13 89 0.2093451818
13 90 0.0597473959
13 91 0.1301298365
13 92 0.062122061
13 93 0.0309014223
13 94 0.0085528769
13 95 0.0814854097
13 96 0.0517848348
13 97 0.0222168811
13 98 0.0557965779
13 99 0.1789681662
13 100 0.0474815797
13 101 0.0370706003
13 102 0.0403788928
13 103 0.1776713174
13 104 0.032519977
13 105 0.0808643986
13 107 0.1326264086
13 108 0.0033058836
13 109 0.0042168608
13 110 0.0029295173
13 111 0.004009855
13 112 0.0945103283
13 113 0.0160430387
13 114 0.0491132636
13 115 0.0490679045
13 116 0.0395859716
13 117 0.0044354469
13 118 0.3522987057
13 119 0.1379804306
13 120 0.011154323
13 121 0.0794043628
13 122 0.1143194954
13 123 0.0109172326
13 124 0.0687295113
13 125 0.0586217887
13 126 0.3276535193
13 127 0.0522561473
13 129 0.1814757537
13 130 0.0417517307
13 131 0.2367861479
13 132 0.2702791833
13 133 0.1657989257
13 134 0.325880053
13 135 0.3842826319
13 136 0.2106275455
13 137 0.068311332
13 138 0.2266399869
13 139 0.8120418983
13 140 0.4458355341
13 141 0.3345251103
13 142 0.2794195695
13 143 0.1702997441
13 144 0.1629887185
13 145 0.0612121754
13 146 0.2760745126
13 147 0.2009360907
13 148 0.1044304412
13 149 0.1885621847
13 150 0.1339610068
13 151 0.0235285679
13 152 0.1366936516
13 153 0.0189688283
13 154 0.0297633326
13 155 0.2371174599
13 156 0.0944446879
13 157 0.0782193747
13 158 0.0735451794
13 159 0.2484754511
13 160 0.3698754342
13 161 0.0269426322
13 162 0.3605469063
13 163 0.0026031928
13 164 0.0015468264
13 165 0.003089754
13 166 1.3310241121
13 167 0.0296458694
13 168 0.0742497267
13 169 0.0318343514
13 170 0.0314507516
13 172 0.0087322425
13 173 0.0142662017
13 174 0.0084906642
13 175 0.0125289115
13 176 0.0097608346
13 177 0.0094382747
13 178 0.0226789141
13 179 0.3257379937
13 180 0.0116900369
13 181 0.0089713034
13 182 0.0670458776
13 183 0.1656684927
13 184 0.0575500861
13 185 0.3157939743
13 186 0.3787561326
13 187 1.3285389209
13 188 0.8606223952
13 189 0.7905244281
13 190 0.4757678964
13 191 0.271736315
13 192 0.3165856763
13 193 0.3275964662
13 194 0.1794008473
13 195 0.2645577927
13 196 0.9761355863
13 197 0.5457726848
13 198 1.4536675697
13 199 1.0564266139
13 200 1.2333969258
13 201 0.7006150206
13 202 1.3936539837
13 203 1.1958985984
13 204 0.4912543976
13 205 3.9295867354
13 206 2.1370068536
13 207 3.2313440558
13 208 1.2863965059
13 209 1.4692388915
13 210 2.6612651185
13 211 0.4700443994
13 212 2.1511063238
13 213 2.4673231773
13 214 0.8886586948
13 215 0.4139651339
13 216 0.0029718329
14 0 0.2272243116
14 1 4.93655908
14 2 1.9824858927
14 3 6.7132245511
14 4 3.669156114
14 5 2.2981657205
14 6 1.9501522837
14 7 1.3594379022
14 8 2.2521626622
14 9 1.4227149536
14 10 1.4664582494
14 11 2.8104544309
14 12 1.3699204022
14 13 0.4815719119
14 14 0.8669987953
14 15 0.6584864829
14 16 0.7651458697
14 17 1.0812499566
14 18 0.9690131121
14 19 0.5781262767
14 20 0.3615239115
14 21 0.2495874714
14 22 1.158824165
14 23 0.523390955
14 24 0.9708612506
14 25 1.2869747148
14 26 0.5612536098
14 27 0.9182637541
14 28 1.3060301358
14 29 1.4126100022
14 30 0.4404351452
14 31 0.2693033382
14 32 0.5895443361
14 33 0.9640053725
14 34 0.152285388
14 35 0.309904845
14 36 0.1063012709
14 37 0.6541596603
14 38 0.4248614977
14 39 0.7925187766
14 40 0.4325471926
14 41 0.155539688
14 42 0.0630062808
14 43 0.2795425697
14 44 0.1021612421
14 45 0.255618278
14 46 0.0869575067
14 47 0.5799298092
14 48 0.2395282524
14 49 0.184554124
14 50 0.0697592127
14 51 0.0591060175
14 52 0.0417316921
14 53 0.0600890761
14 54 0.0149322921
14 55 0.0800023076
14 56 0.0285528229
14 57 0.1849942776
14 58 0.2029088618
14 59 0.02443826
14 60 0.5738074436
14 61 0.230638308
14 62 0.1261619093
14 63 0.488731447
14 64 0.2684535327
14 65 0.0649614608
14 66 0.2005892858
14 67 0.1066128444
14 68 0.2669700426
14 69 0.0877950071
14 70 0.0460151462
14 71 0.1048420526
14 72 0.0076412242
14 73 0.207933096
14 74 0.5943134658
14 75 0.0561837755
14 76 0.148451337
14 77 0.1294151193
14 78 0.2887182886
14 79 0.7835958147
14 80 0.702538426
14 81 0.1305512242
14 82 0.0662045736
14 83 0.2794190295
14 84 0.1250154105
14 85 0.1662231845
14 86 0.5719528236
14 87 0.4377554593
14 88 0.6323293251
14 89 0.1220660095
14 90 0.1294594715
14 91 0.1083688487
14 92 0.2948894766
14 93 0.2307896153
14 94 0.0476927177
14 95 0.4571813499
14 96 0.176987363
14 97 0.7174312503
14 98 0.2624599165
14 99 0.9059138219
14 100 0.1573407201
14 101 0.0269649874
14 102 0.0783059557
14 103 0.0588373294
14 104 0.0647358333
14 105 0.0168618393
14 106 0.1769874807
14 107 0.2740065841
14 108 0.3381014505
14 109 0.5978817915
14 110 0.3359666716
14 111 0.4135667057
14 112 0.3491304217
14 113 0.2192164344
14 114 0.2307548014
14 115 0.164650991
14 116 0.8492289756
14 117 0.369318383
14 118 0.717148801
14 119 0.1505996311
14 120 0.5353894087
14 121 0.6960734838
14 122 0.0894340762
14 123 0.2221499354
14 124 0.9468223801
14 125 0.7704431708
14 126 0.5067206962
14 127 0.2769844596
14 128 0.4719393444
14 129 0.3322457091
14 130 1.1702336273
14 131 0.5250906035
14 132 1.2542080738
14 133 0.6594044601
14 134 1.4397568651
14 135 2.341203802
14 136 1.1304306307
14 137 1.5850939587
14 138 0.9739550783
14 139 1.5042909991
14 140 1.2087224979
14 141 1.6284581908
14 142 2.8349126154
14 143 1.9866458842
14 144 2.4044933693
14 145 3.7292036791
14 146 1.5975235453
14 147 1.4653438852
14 148 0.9624739937
14 149 3.1850603078
14 150 1.0662284311
14 151 0.6550429164
14 152 0.2748780617
14 153 0.000135855
15 0 0.1014594028
15 1 0.9611915425
15 2 2.2770013418
15 3 0.6481972757
15 4 1.380683086
15 5 0.8001733091
15 6 1.5176553342
15 7 0.8630895448
15 8 1.9407483615
15 9 1.2052684629
15 10 0.6406805127
15 11 0.5208828931
15 12 0.3698623688
15 13 0.5183817242
15 14 0.2032171521
15 15 0.9871344164
15 16 0.3692751196
15 17 0.7099692249
15 18 0.6371758923
15 19 0.7142189859
15 20 1.5631159578
15 21 1.5834671444
15 22 2.3435534372
15 23 0.4020957646
15 24 0.5432298384
15 25 0.3624909558
15 26 0.7834044743
15 27 0.3225264145
15 28 1.0961489051
15 29 0.5050382225
15 30 0.913785358
15 31 0.8230944572
15 32 0.5707340537
15 33 0.4862846662
15 34 1.2286630842
15 35 1.8567791896
15 36 1.3242404661
15 37 1.9486514004
15 38 1.184173736
15 39 0.2243349247
15 40 0.1412369933
15 41 0.1169874047
15 42 0.1884446876
15 43 0.07402416
15 44 0.1500752995
15 45 0.102353679
15 46 0.028263843
15 47 0.1161523667
15 48 0.2001833645
15 49 0.285618438
15 50 0.7810197047
15 51 0.7202633618
15 52 0.7619796554
15 53 0.1459388166
15 54 0.3808019286
15 55 0.9152073594
15 56 0.3333617355
15 57 0.4234843737
15 58 0.0835559459
15 59 0.201941788
15 60 0.210676377
15 61 0.1570682297
15 62 0.1208079944
15 63 0.1250668274
15 64 0.0282703861
15 65 0.1159588097
15 66 0.1108048996
15 67 0.0839423513
15 68 0.0924287257
15 69 0.0338817092
15 70 0.0193466208
15 71 0.195244006
15 72 0.2870518862
15 73 0.0537879254
15 74 0.0504410343
15 75 0.0569938225
15 77 0.0106349121
15 78 0.0202401101
15 79 0.0302566072
15 80 0.0811049322
15 81 0.0344989297
15 82 0.0329954654
15 83 0.0633401724
15 84 0.4692860673
15 85 0.1274873261
15 86 0.3623169171
15 87 0.2070183269
15 88 0.7237724471
15 89 0.2669225214
15 90 0.2694636215
15 91 0.8588590423
15 92 0.5452664223
15 93 0.2533551854
15 94 0.1018572484
15 95 0.1116612615
15 96 0.2547815505
15 97 0.1206882235
15 98 0.0423448547
15 99 0.015946341
15 100 0.0217295576
15 101 0.1111831173
15 102 0.1214893006
15 103 0.0317886436
15 104 0.1167403888
15 105 0.0666434745
15 106 0.2244802515
15 107 0.1672482396
15 108 0.3092423024
15 109 0.6832741275
15 110 0.1493068858
15 111 0.2071415397
15 112 0.2390615553
15 113 0.5392293391
15 114 0.2056754083
15 115 0.2887354538
15 116 0.4257629529
15 117 0.6036117092
15 118 0.3344903179
15 119 0.6920424661
15 120 0.6128872524
15 121 0.695042533
15 122 0.8643058948
15 123 0.3117111953
15 124 0.291241874
15 125 0.4842777232
15 126 0.6640147929
15 127 0.2733045325
15 128 0.4925481326
15 129 0.7880426361
15 130 0.427314564
15 131 0.6115558344
15 132 0.2701614774
15 133 0.6229254433
15 134 0.2873829186
15 135 2.6329386978
15 136 2.162177846
15 137 1.4251023984
15 138 0.7428030458
15 139 2.2281685653
15 140 1.2199161614
15 141 1.049779728
15 142 3.2741284844
15 143 1.4016236998
15 144 3.3639407139
15 145 1.2058093472
15 146 1.1219424469
15 147 0.7345350955
15 148 1.2017606722
15 149 1.495395952
15 150 2.4030581808
15 151 1.6332700136
15 152 0.4095054614
15 153 0.1906751755
15 154 0.0004325234
16 0 0.83278956
16 1 1.2822766395
16 2 0.5310814177
16 3 2.2153946824
16 4 2.8385972518
16 5 0.6663301614
16 6 2.3163712027
16 7 0.8184661107
16 8 1.2048640628
16 9 1.2226401885
16 10 0.383995584
16 11 0.9360240493
16 12 0.7082424992
16 13 0.2517691414
16 14 0.1265324303
16 15 0.3372953217
16 16 0.1630016361
16 17 0.2784171613
16 18 1.4784077259
16 19 0.3875536914
16 20 1.5742325952
16 21 1.7597500959
16 22 1.1107583136
16 23 0.568748017
16 24 0.9340621298
16 26 1.9654805258
16 27 0.5725567303
16 28 0.2367674627
16 29 0.30231391
16 30 0.0521080325
16 31 0.5189178081
16 32 0.6388553902
16 33 0.2003417756
16 34 0.2440928162
16 35 0.5777156915
16 36 0.1162799621
16 37 0.2441609568
16 38 0.5479317937
16 39 0.6863830778
16 40 0.2963371181
16 41 0.2063007055
16 42 0.1699536777
16 43 0.329189934
16 44 0.1227130353
16 45 0.0252282854
16 46 0.0458542098
16 47 0.1653467225
16 48 0.4591539472
16 49 0.6710547075
16 50 0.6263393798
16 51 0.3761192912
16 52 0.3142743609
16 53 0.3419684811
16 54 0.1426523546
16 55 0.4627283169
16 56 1.1252127028
16 57 0.8638282235
16 58 0.1915610574
16 59 1.3088621646
16 60 1.6636375608
16 61 0.8504646252
16 62 0.2895620971
16 63 0.4263804048
16 64 0.2329331324
16 65 0.1642589444
16 66 0.2558698729
16 67 0.4153959331
16 68 0.9153018004
16 69 0.5923727122
16 70 1.0191881334
16 71 1.722964098
16 72 0.7913968467
16 73 1.600347374
16 74 1.6840859069
16 75 0.6649095312
16 76 0.6576210931
16 77 1.4095217333
16 78 1.7092512131
16 79 1.6786664956
16 80 1.8127250312
16 81 2.3168925292
16 82 1.4622014255
16 83 1.5530832992
16 84 0.4602461196
16 85 0.0532550272
17 0 0.000346623
17 1 0.8302158815
17 2 0.5451259488
17 3 0.5191616985
17 4 0.960758645
17 5 2.2860757427
17 6 1.2741067708
17 7 1.4323979397
17 8 1.250644986
17 9 1.0826643455
17 10 1.4473042766
17 11 2.6962635423
17 12 0.5298239693
17 13 0.6599160347
17 14 0.5392251817
17 15 0.5656227661
17 16 1.8061929049
17 17 1.0527647688
17 18 0.3962222518
17 19 1.086778252
17 20 0.5719034735
17 21 1.1642581812
17 22 0.6928420277
17 23 0.6070481647
17 24 0.5364947179
17 25 0.0721576401
17 26 0.2575221637
17 27 0.8332112097
17 28 0.3861467192
17 29 0.7798530032
17 30 1.3042991543
17 31 0.8084759082
17 32 0.514125844
17 33 1.0134871268
17 34 1.1486257268
17 35 0.2325291219
17 36 0.6673694737
17 37 1.4017991175
17 38 0.3429696996
17 39 0.5615011308
17 40 0.5237134863
17 41 0.3673092472
17 42 0.1413001006
17 43 0.2551555693
17 44 0.623624652
17 45 0.64629809
17 46 0.5372819676
17 47 1.3358994157
17 48 1.4846407903
17 49 1.6214429657
17 50 1.7421154449
17 51 0.9780150926
17 52 0.7277882031
17 53 0.8696654837
17 54 0.8234980534
17 55 0.7093551972
17 56 0.5671731684
17 57 1.6545045696
17 58 1.7604666563
17 59 1.6908641609
17 60 0.86417762
17 61 1.3171634518
17 62 1.3988956921
17 63 1.0869731991
17 64 2.3352487884
17 65 2.3334358337
17 66 1.3762413943
17 67 0.580682205
17 68 0.1532479151
18 0 0.0458244203
18 1 0.2805258661
18 2 0.4959867499
18 3 2.5782167962
18 4 2.1164808829
18 5 1.2301744149
18 6 1.9562454067
18 7 1.022481763
18 8 0.9199380029
18 9 0.4447496235
18 10 1.1837393593
18 11 0.877804387
18 12 1.1188045978
18 13 0.5997068842
18 14 0.5110243236
18 15 0.5758555991
18 16 1.0054730815
18 17 1.263872654
18 18 0.7831448644
18 19 0.4274570006
18 20 0.5728777109
18 21 0.8811624094
18 22 0.6001599278
18 23 1.1535335468
18 24 0.430927029
18 25 0.3824226772
18 26 1.1470787638
18 27 1.1173805188
18 28 0.5482394572
18 29 0.2717759436
18 30 0.2878144705
18 31 0.1694868879
18 32 0.3334325886
18 33 0.3667831934
18 34 0.2631205503
18 35 0.2038438791
18 36 1.3684460164
18 37 0.8513404472
18 38 0.1127460393
18 39 0.1960559161
18 40 0.8048906722
18 41 0.2699774918
18 42 0.38840533
18 43 0.3121621888
18 44 0.3857010362
18 45 0.6125247474
18 46 0.6926362846
18 47 1.8909648528
18 48 1.9383231018
18 49 1.1924301375
18 50 0.968980763
18 51 0.7640454831
18 52 1.365075275
18 53 1.602970617
18 54 1.6489293361
18 55 1.3882179181
18 56 0.6397136208
18 57 1.1505630573
18 58 0.3853463962
18 59 0.0916567927
18 60 0.0017360024
